日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,右边FWD DUCT,右边AFT DUCT,右边L PACK,执行反吹左侧,执行反吹右侧,更换部件,Fail,左温差,右温差
2019-04-06 23:01,CGO,205T,737-800,17,4,22,4,4,16,,,,,5,-1
2019-04-06 22:57,HAK,5418,737-800,25,4,28,4,4,30,,,,,3,5
2019-04-06 22:53,XIY,5620,737-800,15,4,20,2,4,20,,,,,5,5
2019-04-06 22:48,CAN,1495,737-800,27,4,30,4,4,30,,,,,3,3
2019-04-06 22:45,HAK,5089,737-800,25,2,14,1,1,32,,,,,-11,7
2019-04-06 22:43,HAK,5407,737-800,26,4,34,5,4,33,,,,,8,7
2019-04-06 22:40,FOC,1906,737-800,20,6,30,5,5,26,,,,,10,6
2019-04-06 22:39,CGO,1726,737-800,17,3,22,3,3,22,,,,,5,5
2019-04-06 22:32,HAK,5429,737-800,26,4,21,3,3,19,,,,,-5,-7
2019-04-06 22:32,HAK,1996,737-800,26,5,31,5,6,30,,,,,5,4
2019-04-06 22:31,SYX,1487,737-800,27,3,31,3,3,28,,,,,4,1
2019-04-06 22:29,HGH,5417,737-800,23,4,22,4,4,24,,,,,-1,1
2019-04-06 22:26,CAN,5136,737-800,27,4,30,4,4,32,,,,,3,5
2019-04-06 22:26,HAK,5661,737-800,27,4,30,5,5,34,,,,,3,7
2019-04-06 22:25,DLC,1346,737-800,11,7,26,11,12,28,,,,,15,17
2019-04-06 22:19,HAK,1497,737-800,26,3,33,4,3,32,,,,,7,6
2019-04-06 22:17,XNN,1386,737-800,7,4,18,3,3,16,,,,,11,9
2019-04-06 22:09,XIY,1793,737-800,22,5,25,4,5,25,,,,,3,3
2019-04-06 22:03,URC,1323,737-800,18,3,25,4,5,26,,,,,7,8
2019-04-06 22:02,URC,1325,737-800,16,0,20,2,2,20,,,,,4,4
2019-04-06 21:57,PEK,1490,737-800,14,5,21,6,6,16,,,,,7,2
2019-04-06 21:44,XNN,1101,737-800,7,3,28,3,2,20,,,,,21,13
2019-04-06 21:38,XUZ,6800,737-800,24,5,26,5,4,25,,,,,2,1
2019-04-06 21:29,DLC,7377,737-800,13,7,20,7,6,22,,,,,7,9
2019-04-06 21:24,MIG,5732,737-800,24,2,23,3,3,24,,,,,-1,0
2019-04-06 19:46,HAK,5687,737-800,29,6,22,6,6,32,,,,,-7,3
2019-04-06 19:31,HAK,2652,737-800,28,5,33,5,4,23,,,,,5,-5
2019-04-06 18:47,HGH,7378,737-800,20,6,26,5,5,27,,,,,6,7
2019-04-06 18:33,HGH,5581,737-800,25,4,20,6,4,28,,,,,-5,3
2019-04-06 17:28,PEK,6103,737-800,20,8,28,6,8,27,,,,,8,7
2019-04-06 15:46,TYN,5139,737-800,18,4,20,5,4,24,,,,,2,6
2019-04-06 14:36,URC,7198,737-800,21,3,22,3,2,22,,,,,1,1
2019-04-06 10:58,CTU,7990,737-800,25,6,29,3,3,27,,,,,4,2
2019-04-06 09:47,HAK ,7993,737-800,23,6,22,8,7,26,,,,,-1,3
2019-04-06 09:21,XIY,1903,737-800,20,2,22,2,3,26,,,,,2,6
2019-04-06 08:34,KMG,1209,737-800,12,8,26,4,4,20,,,,,14,8
2019-04-06 08:34,KMG,6800,737-800,12,4,20,4,4,20,,,,,8,8
2019-04-06 08:23,PEK,5855,737-800,14,6,20,6,6,20,,,,,6,6
2019-04-06 08:17,SYX,1726,737-800,27,5,27,4,4,28,,,,,0,1
2019-04-06 08:15,FOC,1559,737-800,21,3,16,3,5,24,,,,,-5,3
2019-04-06 07:49,HRB,1905,737-800,0,4,20,4,4,14,,,,,20,14
2019-04-06 07:48,HRB,7105,737-800,0,4,22,4,4,20,,,,,22,20
2019-04-06 07:44,TYN,5462,737-800,20,2,18,6,4,20,,,,,-2,0
2019-04-06 07:34,FOC,5182,737-800,20,4,22,5,5,24,,,,,2,4
2019-04-06 07:20,KMG,1798,737-800,15,5,20,4,5,20,,,,,5,5
2019-04-06 07:18,KMG,6016,737-800,13,5,26,4,4,23,,,,,13,10
2019-04-06 07:01,HGH,1786,737-800,15,4,26,4,4,0,,,,,11,-15
2019-04-06 07:01,HRB,1433,737-800,1,8,26,6,8,23,,,,,25,22
2019-04-06 06:29,PEK,1505,737-800,12,4,22,4,4,20,,,,,10,8
2019-04-06 05:48,HAK,1497,737-800,24,3,32,4,3,31,,,,,8,7
2019-04-06 05:32,XIY,1163,737-800,18,4,20,3,4,21,,,,,2,3
2019-04-06 05:28,KMG,5449,737-800,12,4,23,4,5,21,,,,,11,9
2019-04-06 04:52,CGO,1588,737-800,21,4,26,4,4,24,,,,,5,3
2019-04-06 04:50,CGO,5735,737-800,16,2,22,2,2,20,,,,,6,4
2019-04-06 04:42,XMN,5416,737-800,21,7,29,8,7,30,,,,,8,9
2019-04-06 04:42,XMN,1503,737-800,22,4,30,3,3,28,,,,,8,6
2019-04-06 04:41,XMN,6060,737-800,21,7,30,8,8,31,,,,,9,10
2019-04-06 04:40,XMN,1491,737-800,22,5,32,5,5,31,1,,,1,10,9
2019-04-06 04:29,KMG,6016,737-800,13,5,26,4,4,23,,,,,13,10
2019-04-06 04:29,HAK,206G,737-800,25,2,33,2,2,29,,,,,8,4
2019-04-06 04:25,KMG,7989,737-800,15,4,25,6,5,20,,,,,10,5
2019-04-06 03:49,SYX,5662,737-800,25,3,32,2,4,28,,,,,7,3
2019-04-06 03:45,SYX,1545,737-800,25,5,32,4,5,31,,,,,7,6
2019-04-06 03:45,SZX,1548,737-800,24,2,30,2,2,28,,,,,6,4
2019-04-06 03:29,XIY,7616,737-800,17,4,21,4,4,22,,,,,4,5
2019-04-06 03:27,HHA,7398,737-800,20,4,25,4,3,22,,,,,5,2
2019-04-06 03:27,SYX,5520,737-800,25,8,34,6,6,30,,,,,9,5
2019-04-06 03:25,SYX,2158,737-800,26,5,26,4,4,26,,,,,0,0
2019-04-06 03:21,KMG,1586,737-800,15,3,22,3,3,21,,,,,7,6
2019-04-06 03:21,XIY,1481,737-800,20,5,26,6,6,22,,,,,6,2
2019-04-06 03:10,PEK,5538,737-800,12,2,26,6,8,34,,1,,1,14,22
2019-04-06 03:09,XIY,1783,737-800,20,4,20,4,3,20,,,,,0,0
2019-04-06 03:04,SZX,5685,737-800,25,2,27,2,3,25,,,,,2,0
2019-04-06 03:01,HHA,5636,737-800,20,4,25,4,4,24,,,,,5,4
2019-04-06 03:01,DLC,5521,737-800,20,5,17,0,0,12,,,,,-3,-8
2019-04-06 03:00,DLC,7400,737-800,15,6,22,8,7,25,,,,,7,10
2019-04-06 02:58,HAK,5429,737-800,25,2,21,3,4,24,,,,,-4,-1
2019-04-06 02:56,SYX,206H,737-800,27,4,32,4,4,31,,,,,5,4
2019-04-06 02:53,DLC,5712,737-800,13,1,16,1,2,16,,,,,3,3
2019-04-06 02:53,SYX,1489,737-800,25,4,30,4,3,28,,,,,5,3
2019-04-06 02:53,DLC,5623,737-800,20,6,24,5,5,20,,,,,4,0
2019-04-06 02:51,FOC,1488,737-800,19,4,28,3,6,22,,,,,9,3
2019-04-06 02:51,URC,6268,737-800,15,4,26,6,6,23,,,,,11,8
2019-04-06 02:51,DLC,1346,737-800,15,6,25,4,5,22,,,,,10,7
2019-04-06 02:50,URC,5853,737-800,18,5,26,5,6,23,,,,,8,5
2019-04-06 02:50,SZX,1733,737-800,24,3,30,2,2,28,,,,,6,4
2019-04-06 02:50,DLC,1541,737-800,20,5,27,4,4,24,,,,,7,4
2019-04-06 02:50,URC,2157,737-800,18,3,24,4,4,28,,,,,6,10
2019-04-06 02:46,HAK,5686,737-800,25,5,28,6,5,30,,,,,3,5
2019-04-06 02:45,HHA,5540,737-800,20,5,29,4,3,26,,,,,9,6
2019-04-06 02:44,DLC,5467,737-800,20,3,19,3,2,18,,,,,-1,-2
2019-04-06 02:44,CKG,5709,737-800,18,8,26,10,9,25,,,,,8,7
2019-04-06 02:43,DLC,1490,737-800,13,5,22,5,5,20,,,,,9,7
2019-04-06 02:41,XIY,7113,737-800,18,4,24,2,4,22,,,,,6,4
2019-04-06 02:41,XIY,5430,737-800,18,6,26,4,4,24,,,,,8,6
2019-04-06 02:39,HGH,7378,737-800,20,6,24,4,5,27,,,,,4,7
2019-04-06 02:36,XIY,1787,737-800,15,0,18,0,0,19,,,,,3,4
2019-04-06 02:35,XIY,1162,737-800,18,2,25,2,2,18,,,,,7,0
2019-04-06 02:32,URC,205V,737-800,10,4,30,4,5,24,,,,,20,14
2019-04-06 02:29,PE,7379,737-800,13,4,26,3,3,27,,,,,13,14
2019-04-06 02:29,SZX,1498,737-800,24,6,30,6,6,28,,,,,6,4
2019-04-06 02:25,CAN,7173,737-800,25,4,23,7,6,22,,,,,-2,-3
2019-04-06 02:20,URC,1568,737-800,17,3,21,3,3,21,,,,,4,4
2019-04-06 02:18,CKG,1373,737-800,18,4,36,4,4,20,1,,,1,18,2
2019-04-06 02:17,PEK,5375,737-800,15,2,15,2,1,20,,,,,0,5
2019-04-06 02:15,URC,5611,737-800,18,6,29,6,6,30,,,,,11,12
2019-04-06 02:14,HGH,5483,737-800,25,4,24,4,4,26,,,,,-1,1
2019-04-06 02:14,XIY,1482,737-800,15,6,26,4,3,24,,,,,11,9
2019-04-06 02:14,HAK,5687,737-800,24,4,24,5,4,31,,,,,0,7
2019-04-06 02:11,KMG,1208,737-800,10,5,25,7,7,26,,,,,15,16
2019-04-06 02:11,HAK,5408,737-800,25,6,32,5,6,30,,,,,7,5
2019-04-06 02:10,URC,5502,737-800,15,5,21,6,5,23,,,,,6,8
2019-04-06 02:09,HGH,5417,737-800,19,4,24,4,4,22,,,,,5,3
2019-04-06 02:08,FOC,1435,737-800,21,6,29,5,5,29,,,,,8,8
2019-04-06 02:07,PEK,6103,737-800,12,8,26,9,9,26,,,,,14,14
2019-04-06 02:06,URC,1995,737-800,15,4,24,5,6,23,,,,,9,8
2019-04-06 02:05,CGO,1588,737-800,21,4,26,4,4,24,,,,,5,3
2019-04-06 02:04,HAK,5733,737-800,24,8,30,6,5,31,,,,,6,7
2019-04-06 02:00,HHA,6066,737-800,17,6,24,4,3,22,,,,,7,5
2019-04-06 01:55,HHA,7171,737-800,18,4,24,4,4,20,,,,,6,2
2019-04-06 01:53,HAK,1799,737-800,25,5,31,6,5,32,,,,,6,7
2019-04-06 01:52,SYX ,6065,737-800,25,3,34,4,3,32,,,,,9,7
2019-04-06 01:52,MIG,6015,737-800,20,4,24,3,3,24,,,,,4,4
2019-04-06 01:51,HAK,1996,737-800,23,3,30,6,6,29,,,,,7,6
2019-04-06 01:47,PEK,5482,737-800,13,8,16,5,7,10,,,,,3,-3
2019-04-06 01:45,URC,6995,737-800,14,4,25,5,5,20,,,,,11,6
2019-04-06 01:44,CAN,5405,737-800,23,4,31,4,4,31,,,,,8,8
2019-04-06 01:44,HAK,5687,737-800,24,4,24,5,4,31,,,,,0,7
2019-04-06 01:42,CAN,6061,737-800,23,3,29,4,4,26,,,,,6,3
2019-04-06 01:41,SZX,5478,737-800,25,3,34,4,3,27,,,,,9,2
2019-04-06 01:41,CAN,1495,737-800,22,4,28,3,3,27,,,,,6,5
2019-04-06 01:37,HAK,1501,737-800,25,4,36,4,4,30,1,,,1,11,5
2019-04-06 01:36,HGH,5581,737-800,20,4,19,5,5,25,,,,,-1,5
2019-04-06 01:36,XIY,1161,737-800,17,3,23,3,4,22,,,,,6,5
2019-04-06 01:35,URC,2159,737-800,10,2,24,2,2,22,,,,,14,12
2019-04-06 01:34,CAN,6808,737-800,25,4,30,4,4,29,,,,,5,4
2019-04-06 01:30,URC,1929,737-800,17,8,24,7,8,25,,,,,7,8
2019-04-06 01:30,XIY,5180,737-800,19,6,22,6,6,20,,,,,3,1
2019-04-06 01:29,XIY,1902,737-800,20,2,22,4,4,20,,,,,2,0
2019-04-06 01:28,URC,205T,737-800,15,4,25,2,2,26,,,,,10,11
2019-04-06 01:28,KMG,7988,737-800,14,4,25,5,5,24,,,,,11,10
2019-04-06 01:27,YIH,1348,737-800,15,4,26,4,4,22,,,,,11,7
2019-04-06 01:26,CAN,1542,737-800,24,4,30,4,3,28,,,,,6,4
2019-04-06 01:26,URC,5637,737-800,15,2,24,2,2,20,,,,,9,5
2019-04-06 01:24,URC,5406,737-800,16,4,18,6,6,24,,,,,2,8
2019-04-06 01:24,HHA,7172,737-800,18,6,22,5,5,22,,,,,4,4
2019-04-06 01:24,URC,5853,737-800,18,5,26,5,6,23,,,,,8,5
2019-04-06 01:24,URC,1322,737-800,17,3,22,3,3,23,,,,,5,6
2019-04-06 01:19,URC,206P,737-800,16,4,26,4,4,23,,,,,10,7
2019-04-06 01:17,PEK,6103,737-800,12,17,34,9,9,26,,,,,22,14
2019-04-06 01:16,PEK,5539,737-800,14,8,24,8,6,22,,,,,10,8
2019-04-06 01:16,HAK,1141,737-800,26,5,33,6,6,30,,,,,7,4
2019-04-06 01:15,PEK,1347,737-800,12,4,23,3,5,25,,,,,11,13
2019-04-06 01:15,TYN,1131,737-800,16,6,24,6,6,22,,,,,8,6
2019-04-06 01:13,FOC,5503,737-800,19,3,25,3,3,25,,,,,6,6
2019-04-06 01:10,HAK,5418,737-800,23,4,26,9,8,25,,,,,3,2
2019-04-06 01:09,MIG,5409,737-800,20,2,22,3,3,24,,,,,2,4
2019-04-06 01:03,URC,1929,737-800,17,8,24,7,8,25,,,,,7,8
2019-04-06 01:02,URC,1929,737-800,17,8,24,7,8,25,,,,,7,8
2019-04-06 01:01,SZX,1927,737-800,24,4,27,6,4,29,,,,,3,5
2019-04-06 01:01,TYN ,7639 ,737-800,20,6,28,6,6,22,,,,,8,2
2019-04-06 00:59,FOC,1906,737-800,15,8,28,7,7,26,,,,,13,11
2019-04-06 00:59,PEK,BX1928,737-800,13,4,20,4,6,20,,,,,7,7
2019-04-06 00:52,YIH,7395,737-800,15,8,26,8,6,28,,,,,11,13
2019-04-06 00:50,CAN,5428,737-800,23,4,27,6,4,30,,,,,4,7
2019-04-06 00:50,FOC,1351,737-800,23,3,29,4,4,26,,,,,6,3
2019-04-06 00:45,KMG,5407,737-800,11,3,24,4,3,21,,,,,13,10
2019-04-06 00:43,URC,1725,737-800,17,4,24,4,3,22,,,,,7,5
2019-04-06 00:43,URC,1325,737-800,18,4,25,3,4,27,,,,,7,9
2019-04-06 00:40,URC,1727,737-800,16,5,23,6,5,20,,,,,7,4
2019-04-06 00:38,HGH,5625,737-800,20,4,28,5,4,24,,,,,8,4
2019-04-06 00:36,SZX,1549,737-800,24,4,30,4,4,29,,,,,6,5
2019-04-06 00:31,CGO,1587,737-800,22,3,26,2,2,24,,,,,4,2
2019-04-06 00:30,HAK,5346,737-800,25,5,32,5,5,30,,,,,7,5
2019-04-06 00:29,TYN,5439,737-800,18,4,26,4,5,27,,,,,8,9
2019-04-06 00:28,HAK,7886,737-800,20,4,36,4,3,33,,,,,16,13
2019-04-06 00:26,XIY,5139,737-800,22,4,18,6,4,28,,,,,-4,6
2019-04-06 00:25,CAN,5136,737-800,24,4,28,3,3,33,,,,,4,9
2019-04-06 00:22,HRB,1433,737-800,6,11,28,11,10,23,,,,,22,17
2019-04-06 00:19,CAN,5465,737-800,25,4,26,3,4,30,,,,,1,5
2019-04-06 00:19,CAN,5465,737-800,25,4,26,3,4,30,,,,,1,5
2019-04-06 00:19,SYX ,1487,737-800,25,2,30,2,2,29,,,,,5,4
2019-04-06 00:17,XIY,5620,737-800,20,4,24,2,2,20,,,,,4,0
2019-04-06 00:10,HAK,1997,737-800,25,4,30,4,3,28,,,,,5,3
2019-04-06 00:10,URC,1372,737-800,10,6,24,4,4,22,,,,,14,12
2019-04-06 00:09,HAK,5337,737-800,25,6,31,6,6,32,,,,,6,7
2019-04-06 00:05,URC,5611,737-800,18,6,29,6,6,30,,,,,11,12
2019-04-06 00:03,FOC,1559,737-800,21,3,16,23,25,24,,,,,-5,3
2019-04-06 00:02,ZGC,5371,737-800,12,9,18,5,6,19,,,,,6,7
2019-04-06 00:00,PEK,1496,737-800,16,7,28,6,8,30,,,,,12,14
2019-04-05 23:56,XIY,1103,737-800,22,4,26,4,4,22,,,,,4,0
2019-04-05 23:55,HAK,5479,737-800,24,6,27,6,6,30,,,,,3,6
2019-04-05 23:51,CGO,5638,737-800,22,4,26,4,4,26,,,,,4,4
2019-04-05 23:45,PEK,1215,737-800,15,4,25,4,5,22,,,,,10,7
2019-04-05 23:43,HAK,5522,737-800,25,6,30,8,8,30,,,,,5,5
2019-04-05 23:33,CKG,1728,737-800,20,4,28,5,5,22,,,,,8,2
2019-04-05 23:33,XIY,1130,737-800,23,2,23,2,2,22,,,,,0,-1
2019-04-05 23:31,MIG,5732,737-800,20,4,24,4,4,24,,,,,4,4
2019-04-05 23:31,SZX,1548,737-800,24,2,30,2,2,2,,,,,6,-22
2019-04-05 23:28,XIY,1213,737-800,20,4,24,4,4,22,,,,,4,2
2019-04-05 23:27,SZX,5358,737-800,24,5,27,6,6,28,,,,,3,4
2019-04-05 23:25,HAK,5082,737-800,25,4,34,4,4,0,,,,,9,-25
2019-04-05 23:21,PEK,1793,737-800,15,6,22,2,3,18,,,,,7,3
2019-04-05 23:20,URC,5713,737-800,10,6,0,6,6,0,,,,,-10,-10
2019-04-05 23:20,HAK,5089,737-800,25,2,24,2,2,30,,,,,-1,5
2019-04-05 23:16,HAK,5090,737-800,23,3,30,4,4,30,,,,,7,7
2019-04-05 23:05,CGO,205U,737-800,21,4,26,4,4,26,,,,,5,5
2019-04-05 23:00,HGH,5138,737-800,25,4,26,4,4,30,,,,,1,5
2019-04-05 22:55,SZX,1502,737-800,25,3,31,4,4,29,,,,,6,4
2019-04-05 22:55,CGO ,7167,737-800,21,5,28,6,5,27,,,,,7,6
2019-04-05 22:55,HAK,1538,737-800,24,3,33,4,2,29,,,,,9,5
2019-04-05 22:43,CAN,1796,737-800,25,6,30,4,4,29,,,,,5,4
2019-04-05 22:37,HHA,1375,737-800,22,4,24,4,3,24,,,,,2,2
2019-04-05 22:37,HAK,5373,737-800,25,5,28,5,6,30,,,,,3,5
2019-04-05 22:36,SZX,5463,737-800,24,6,26,4,4,24,,,,,2,0
2019-04-05 22:26,URC,1323,737-800,18,3,26,4,4,25,,,,,8,7
2019-04-05 22:23,CAN,1795,737-800,26,4,28,4,4,30,,,,,2,4
2019-04-05 22:22,URC,7175,737-800,21,5,29,5,4,22,,,,,8,1
2019-04-05 22:21,HAK,7399,737-800,24,4,32,4,5,30,,,,,8,6
2019-04-05 22:20,CGO,7991,737-800,21,6,26,5,5,25,,,,,5,4
2019-04-05 22:18,CAN,1729,737-800,25,4,23,4,4,24,,,,,-2,-1
2019-04-05 22:16,HAK,6062,737-800,24,4,30,9,8,36,,,,,6,12
2019-04-05 22:13,SYX ,206F,737-800,27,4,32,4,2,30,,,,,5,3
2019-04-05 22:10,XIY,1102,737-800,25,3,25,4,4,24,,,,,0,-1
2019-04-05 22:03,HAK,1547,737-800,25,6,30,6,5,31,,,,,5,6
2019-04-05 22:01,PEK,5141,737-800,14,4,14,1,5,24,,,,,0,10
2019-04-05 21:59,URC,1569,737-800,20,2,25,3,3,24,,,,,5,4
2019-04-05 21:58,XNN,1386,737-800,7,3,20,2,3,18,,,,,13,11
2019-04-05 21:48,CAN,5338,737-800,25,5,25,5,4,28,,,,,0,3
2019-04-05 21:46,XIY,1492,737-800,23,2,22,3,2,22,,,,,-1,-1
2019-04-05 21:40,PEK,7619,737-800,15,5,21,4,4,21,,,,,6,6
2019-04-05 21:19,MIG,BX6809,737-800,20,4,24,4,4,24,,,,,4,4
2019-04-05 21:16,HAK,5135,737-800,25,5,34,5,2,30,,,,,9,5
2019-04-05 21:13,XNN,1101,737-800,7,2,27,2,3,20,,,,,20,13
2019-04-05 20:56,PEK,5375,737-800,15,0,10,2,1,20,,,,,-5,5
2019-04-05 20:27,HGH,5372,737-800,21,8,27,9,8,26,,,,,6,5
2019-04-05 20:08,HAK,1570,737-800,25,5,28,6,6,27,,,,,3,2
2019-04-05 19:55,DLC,7377,737-800,14,5,22,6,6,24,,,,,8,10
2019-04-05 19:30,HAK,2652,737-800,25,6,34,6,5,22,,,,,9,-3
2019-04-05 19:04,HRB,1562,737-800,7,5,22,4,4,21,,,,,15,14
2019-04-05 16:59,XUZ,7992,737-800,26,6,27,7,6,26,,,,,1,0
2019-04-05 15:14,HAK,1493,737-800,25,6,32,6,6,30,,,,,7,5
2019-04-05 15:12,CTU,7990,737-800,25,2,27,4,4,27,,,,,2,2
2019-04-05 11:44,SZX,1549,737-800,25,6,30,6,5,30,,,,,5,5
2019-04-05 08:05,PEK,5855,737-800,17,5,20,6,5,22,,,,,3,5
2019-04-05 07:13,KMG,1586,737-800,15,4,22,4,4,22,,,,,7,7
2019-04-05 07:12,KMG,6800,737-800,20,4,20,4,5,20,,,,,0,0
2019-04-05 07:09,KMG,6016,737-800,15,4,25,4,4,22,,,,,10,7
2019-04-05 06:45,CKG,1373,737-800,15,2,14,3,3,18,,,,,-1,3
2019-04-05 06:43,CKG,1728,737-800,15,2,20,5,4,20,,,,,5,5
2019-04-05 05:33,URC,5625,737-800,15,10,22,8,8,24,1,,,1,7,9
2019-04-05 05:29,FOC,1433,737-800,17,2,14,2,2,0,,,,,-3,-17
2019-04-05 05:12,KMG ,5407,737-800,16,4,24,3,5,22,,,,,8,6
2019-04-05 04:59,SYX,5467,737-800,25,1,29,4,1,26,,,,,4,1
2019-04-05 04:59,URC,5502,737-800,15,4,22,6,4,22,,,,,7,7
2019-04-05 04:58,HAK,5463,737-800,27,5,27,5,6,25,,,,,0,-2
2019-04-05 04:57,DLC,5521,737-800,10,4,20,2,2,22,,,,,10,12
2019-04-05 04:56,CGO,7167,737-800,15,6,26,6,6,24,,,,,11,9
2019-04-05 04:49,URC,1929,737-800,16,3,21,4,3,22,,,,,5,6
2019-04-05 04:42,KMG,1588,737-800,15,4,20,3,4,20,,,,,5,5
2019-04-05 04:39,FOC,5182,737-800,20,3,28,4,4,26,,,,,8,6
2019-04-05 04:29,HAK,1101,737-800,25,2,35,2,3,34,,,,,10,9
2019-04-05 04:26,XIY,5116,737-800,22,3,20,3,4,20,,,,,-2,-2
2019-04-05 04:18,KMG,7992,737-800,20,8,25,6,8,23,,,,,5,3
2019-04-05 04:17,URC,7175,737-800,15,4,25,5,5,23,,,,,10,8
2019-04-05 04:15,PEK,5141,737-800,15,6,20,4,4,24,,,,,5,9
2019-04-05 04:11,HHA,5289,737-800,15,3,22,2,3,22,,,,,7,7
2019-04-05 04:07,PEK,5540,737-800,15,4,26,2,3,24,,,,,11,9
2019-04-05 04:06,HAK,1538,737-800,24,3,30,9,8,22,,,,,6,-2
2019-04-05 04:05,CAN,1501,737-800,20,3,29,4,4,26,,,,,9,6
2019-04-05 04:05,CGO,7991,737-800,17,5,24,6,6,24,,,,,7,7
2019-04-05 04:01,SZX,1497,737-800,22,2,26,2,3,25,,,,,4,3
2019-04-05 03:58,HGH,5581,737-800,14,7,16,3,3,20,,,,,2,6
2019-04-05 03:48,SYX,2158,737-800,26,5,29,3,3,27,,,,,3,1
2019-04-05 03:44,HHA,5636,737-800,20,4,25,4,4,24,,,,,5,4
2019-04-05 03:43,HGH,5372,737-800,15,8,24,8,7,22,,,,,9,7
2019-04-05 03:34,FOC,1350,737-800,17,4,20,8,9,9,,,,,3,-8
2019-04-05 03:32,PEK,5539,737-800,18,5,20,6,4,22,,,,,2,4
2019-04-05 03:30,CAN,5136,737-800,22,4,26,6,5,30,,,,,4,8
2019-04-05 03:28,CAN,5373,737-800,19,5,24,6,6,23,,,,,5,4
2019-04-05 03:26,HAK,5709,737-800,25,7,29,6,5,28,,,,,4,3
2019-04-05 03:23,HHA,1488,737-800,13,5,28,5,6,26,,,,,15,13
2019-04-05 03:20,HHA,1491,737-800,14,5,24,4,4,23,,,,,10,9
2019-04-05 03:15,CAN,5465,737-800,23,3,24,4,3,28,,,,,1,5
2019-04-05 03:13,XIY,1163,737-800,16,2,24,2,2,23,,,,,8,7
2019-04-05 03:12,XIY,1163,737-800,16,2,24,2,2,23,,,,,8,7
2019-04-05 03:12,CGO,1798,737-800,18,6,28,6,6,24,,,,,10,6
2019-04-05 03:06,XIY,5620,737-800,18,2,28,2,4,22,,,,,10,4
2019-04-05 03:04,HAK,5375,737-800,25,8,32,7,6,31,,,,,7,6
2019-04-05 03:01,SYX,5662,737-800,26,3,31,3,5,31,,,,,5,5
2019-04-05 02:59,DLC,5712,737-800,15,5,28,6,5,29,,,,,13,14
2019-04-05 02:58,HAK,5138,737-800,25,4,28,5,4,36,,1,,1,3,11
2019-04-05 02:53,URC,1568,737-800,18,6,23,6,6,21,,,,,5,3
2019-04-05 02:51,SZX,1498,737-800,23,6,30,5,5,28,,,,,7,5
2019-04-05 02:49,XIY,5430,737-800,18,6,28,7,7,29,,,,,10,11
2019-04-05 02:49,HAK,206G,737-800,25,2,36,4,3,32,1,,,1,11,7
2019-04-05 02:41,XIY,5115,737-800,20,5,29,6,5,28,,,,,9,8
2019-04-05 02:40,KMG,7993,737-800,15,6,25,6,6,20,,,,,10,5
2019-04-05 02:40,HGH,5483,737-800,15,4,28,5,5,24,,,,,13,9
2019-04-05 02:39,PEK,5538,737-800,15,6,26,4,4,24,,,,,11,9
2019-04-05 02:35,URC,5637,737-800,15,4,24,2,2,21,,,,,9,6
2019-04-05 02:33,SZX,5417,737-800,24,4,24,4,4,28,,,,,0,4
2019-04-05 02:33,KMG,1209,737-800,15,4,25,4,4,20,,,,,10,5
2019-04-05 02:32,XIY,1346,737-800,18,6,26,6,6,24,,,,,8,6
2019-04-05 02:32,HAK,7399,737-800,26,5,31,5,4,29,,,,,5,3
2019-04-05 02:31,XIY,5115,737-800,20,6,29,6,5,28,,,,,9,8
2019-04-05 02:31,CAN,6066,737-800,20,4,27,3,3,25,,,,,7,5
2019-04-05 02:30,XMN,7618,737-800,16,5,26,5,4,25,,,,,10,9
2019-04-05 02:30,XIY,6103,737-800,18,6,22,6,6,23,,,,,4,5
2019-04-05 02:30,CAN,5428,737-800,20,4,24,6,4,28,,,,,4,8
2019-04-05 02:29,XMN,1928,737-800,15,3,17,2,3,17,,,,,2,2
2019-04-05 02:29,XIY,1483,737-800,20,4,22,4,4,24,,,,,2,4
2019-04-05 02:27,HHA,7172,737-800,15,4,24,4,4,24,,,,,9,9
2019-04-05 02:25,FOC,5733,737-800,19,7,26,8,7,20,,,,,7,1
2019-04-05 02:21,URC,6268,737-800,19,2,18,3,4,18,,,,,-1,-1
2019-04-05 02:21,PEK ,1995,737-800,19,5,24,6,6,25,,,,,5,6
2019-04-05 02:18,URC,1372,737-800,15,4,26,8,8,26,,,,,11,11
2019-04-05 02:17,PEK,5482,737-800,15,0,20,4,4,24,,,,,5,9
2019-04-05 02:16,XIY,1903,737-800,10,2,23,2,3,24,,,,,13,14
2019-04-05 02:15,XIY,1482,737-800,18,8,30,6,6,23,,,,,12,5
2019-04-05 02:12,HAK,5479,737-800,25,2,36,5,4,33,1,,,1,11,8
2019-04-05 02:12,XIY,1902,737-800,12,4,24,4,5,23,,,,,12,11
2019-04-05 02:12,HAK,1786,737-800,25,2,27,4,4,26,,,,,2,1
2019-04-05 02:09,URC,5853,737-800,18,6,14,6,6,18,,,,,-4,0
2019-04-05 02:09,DLC,5623,737-800,14,8,26,7,7,24,,,,,12,10
2019-04-05 02:04,URC,2159,737-800,18,7,18,2,3,20,,,,,0,2
2019-04-05 02:03,SZX,5687,737-800,23,5,22,4,4,29,,,,,-1,6
2019-04-05 02:02,URC,6995,737-800,15,4,24,6,5,20,,,,,9,5
2019-04-05 02:02,HGH,1503,737-800,14,3,24,3,3,22,,,,,10,8
