机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02380,5732    ,DE    ,CC    ,2206400-2               ,6190            ,21    ,X,X,FAIL  ,2017-03-22,29918:00,15156,9068:49,5530,2018-07-09,34176:18,17283,13327:07,7657,,4258:18,    航后依据AMM21-51-04拆下右组件ACM检查发现扩散管内桶支架断裂因航材无料办理DD201828000并换新ACMAF REFER TO AMM21-51-04 REMOUED ACM R PACK AND FOUND THE INDERIORAREMOS TAT BRADET BROKEN LITHOUT PARTS MAKE DD201828000 AND REACED郑国龙,2127,2206400-2               ,38-678          ,霍尼韦尔,20616,39855.55,4258:18,2127,(AOG)AIR CYCLE MACHINE（包修）                              ,6346751,62242295
73N,73N01829,5810    ,DE    ,CC    ,2206400-2               ,2759            ,21    ,X,X,FAIL  ,2015-01-18,26974:42,15591,41281:41,20741,2018-06-03,37237:41,23760,51544:40,28910,航后发现右组件ACM失效AF Find the right component ACM failure王炜捷,10262:59,  航后依据AMM21-51-04更换右组件ACM检查测试正常AF refer to AMM21-51-04 Replace the right component ACM inspectiontest normal 王炜捷,8169,2206400-2               ,7653            ,北京丰荣,13022,24402.42,10262:59,8169,(AOG)AIR CYCLE MACHINE（包修）                              ,6224388,62246191
73N,73N04483,5806    ,DE    ,CC    ,2206400-2               ,9321            ,21    ,X,X,FAIL  ,2013-05-30,00:00,0,00:00,0,2018-05-31,15729:37,11802,15729:37,11802,过站发现左侧空调组件失效    TCZ机务TR CHECK THE AC OF LH FAULT,15729:37,    过站依据 MEL21-01-01-01 单组件放行  TCZ机务TR REFER TO MEL21-01-01-01 DISPATCHFLB 62249665B航后依据 AMM21-51-04-400-801-001 更换左组件ACM，测试正常   杨盛林AF REFER TO AMM21-51-04-400-801-001 REPLACE L PACK ACM TEST OK,11802,2206400-2               ,5985            ,,18308,30722.09,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6211963,62249665
73N,73N04885,5813    ,DE    ,CC    ,2206400-2               ,10420           ,21    ,X,X,FAIL  ,2014-04-14,00:00,0,00:00,0,2018-11-12,12502:20,7063,12502:20,7063,航后检查发现左空调组件 TRIP OFF 灯亮     王海涛 AF CHECK AND FIND LHPACK TRIP OFF LIGHT IS ON,12502:20,"    航后检查发现ACM不工作,依据 AMM21-51-04 更换左侧空调组件ACM,测试正常,自检CTC无故障信息   王海涛 AF CHECK FIND ACM DOESN'T WORK REFER TOAMM21-51-04 REPLACE LH PACK ACM TEST NORMAL BITE CTC NO FAULT MESSAGE封圈   S9026T230 封严   2-230S604-70 封严   2215108-1 封严89026t041 封圈   89026T154",7063,2206400-2               ,9321            ,,12425,16562.57,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6789150,62270242
73N,73N04885,5813    ,DE    ,CC    ,2206400-2               ,9982            ,21    ,X,X,FAIL  ,2014-04-14,00:00,0,00:00,0,2019-01-17,13055:16,7436,13055:16,7436,地面滑行时PACK TRIP OFF 灯亮注：版纳滑行时灯亮复位后灯灭继续正常起飞空中正常昆明落地滑行灯再次亮机组,13055:16, 过站排故确认为右组件ACM故障，依据AMM21-51-04更换右组件ACM测试正常TR REFER TO AMM21-51-04 REPALCED THE ACM OF R/H PACK THE IS OK,7436,2206400-2               ,13527           ,,3029,6383.01,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,7021114,62271962
73N,73N02691,5403    ,DE    ,CC    ,2206400-2               ,5886            ,21    ,X,X,FAIL  ,2008-07-23,00:00,0,00:00,0,2017-07-13,28642:04,14197,28642:04,14197,反映右组件跳开RH PACK TRID OFF,28642:04,"  依据AMM21-51-04完成ACM更换，检查测试正常IAW AMM21-51-04 COMPLETED REPLACE ACM,CHK NML刘旭松",14197,2206400-2               ,2412            ,,28951,52383.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5138453,F0297632
73N,73N04304,5711    ,DE    ,CC    ,2206400-2               ,9705            ,21    ,X,X,FAIL  ,2012-12-18,00:00,0,00:00,0,2018-09-05,18462:27,9297,18462:27,9297,右组件灯PACK亮LIGHT PACK LIGHT ILLUMINATE,18462:27,"  过站依据AMM21-51-04更换右侧ACM,测试正常无渗漏,ZTC自检无代码TR REFER TO AMM21-51-04 REPLACED THE RIGHT A/C ACM TEST OKNO LEAKAGE,BITE HAD NO FAULT LODE.TNA",9297,2206400-2               ,6065            ,,15724,31107.44,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6570152,F0537131
73N,73N02691,5403    ,DE    ,CC    ,2206400-2               ,5366            ,21    ,X,X,FAIL  ,2018-01-17,30337:35,15062,28772:49,14506,2018-08-19,32392:17,16121,30827:31,15565,机组航后反应左组件PACK灯亮THE CREW FOUND LEF PACK LIGHT ON,2054:42," 依据AMM21-51-04更换左空调组件ACM,测试正常IAW AMM21-51-04 REPLACED LEFT PACK ACM,TEST NML.刘唐",1059,2206400-2               ,10965           ,北京丰荣,6113,12013.59,2054:42,1059,(AOG)AIR CYCLE MACHINE（包修）                              ,6498418,F0553811
73N,73N00230,5091    ,NRC   ,CC    ,2206400-2               ,1757            ,21    , , ,SCH   ,2012-08-02,37217:57,28370,39587:15,23348,2012-09-16,37522:35,28599,39891:53,23577,"为满足飞机退租需求，更换右空调ACM。 
FOR MEETING REDELIVERY REQUIEREM ENT ,REPLACE THE R/H ACM.",304:38,"        1
1-1.  参考AMM21-51-04-000-802-002拆下右空调ACM。 REMOVE THE R/H AC M REFER TO AMM21-51-04-000-802-002。 
1-2.  参考AMM21-51-04-400-802-00 2安装右空调ACM。 INSTALL THE R/H ACM REFER TO AMM21-51-04-400-802-00 2。 RII
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 TEST THE ACM AFTER INSTALLATION REFER TO AMM21- 51-04-400-802-002,AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MAN UAL 
",229,2206400-2               ,5296            ,武汉航达,19811,33625.23,304:38,229,(AOG)AIR CYCLE MACHINE（包修）                              ,534251,
73N,73N00345,2647    ,DE    ,CC    ,2206400-2               ,13640           ,21    ,X,X,FAIL  ,2017-12-29,60103:08,31333,1676:06,872,2018-09-19,61600:54,32278,3173:52,1817,,1497:46,检查发现右侧ACM管口破损。   WOH73N 18528,945,2206400-2               ,13373           ,霍尼韦尔,2290,3796.18,1497:46,945,(AOG)AIR CYCLE MACHINE（包修）                              ,6602826,
73N,73N00587,5082    ,DE    ,CC    ,2206400-2               ,2855            ,21    ,X,X,FAIL  ,2011-03-14,30607:15,21664,27457:12,14765,2014-10-01,42553:27,27608,39403:24,20709,,11946:12,依据张琪2014.10.08邮件更新系统数据.,5944,2206400-2               ,10882           ,武汉航达,5964,13038.28,11946:12,5944,(AOG)AIR CYCLE MACHINE（包修）                              ,2842794,
73N,73N01511,5246    ,DE    ,CC    ,2206400-2               ,2412            ,21    ,X,X,FAIL  ,2013-04-04,31471:44,15497,37206:55,19052,2016-10-28,42713:16,23491,48448:27,27046,,11241:32,5246   73N 12012  新版本NRC,7994,2206400-2               ,11813           ,武汉航达,845,1800.04,11241:32,7994,(AOG)AIR CYCLE MACHINE（包修）                              ,4258059,
73N,73N01649,5115    ,DE    ,CC    ,2206400-2               ,3341            ,21    ,X,X,FAIL  ,2014-04-11,31420:17,15563,32052:21,15785,2018-10-24,44753:02,23538,45385:06,23760,,13332:45, 检查发现右空调ACM叶片损伤超标。woh73n 18283,7975,2206400-2               ,13756           ,北京丰荣,3098,6769.47,13332:45,7975,(AOG)AIR CYCLE MACHINE（包修）                              ,6739162,
73N,73N01855,5139    ,DE    ,CC    ,2206400-2               ,38-609          ,21    ,X,X,FAIL  ,2007-06-13,5244:50,2526,18559:12,15623,2018-04-02,39807:57,19966,53122:19,33063,,34563:07, 检查发现右空调空气循环器叶片损坏。WOH73N16640,17440,2206400-2               ,4052            ,武汉航达,20518,40758.44,34563:07,17440,(AOG)AIR CYCLE MACHINE（包修）                              ,6023329,
73N,73N02570,5765    ,DE    ,CC    ,2206400-2               ,5366            ,21    ,X,X,FAIL  ,2008-04-09,00:00,0,00:00,0,2017-11-09,28772:49,14506,28772:49,14506,WOH73N 15182,28772:49," ""左空调ACM叶片损坏。THE LH A/C ACM VANE WAS DAMAGED.""",14506,2206400-2               ,8473            ,,7148,11771.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5519465,
73N,73N02806,5428    ,DE    ,CC    ,2206400-2               ,6729            ,21    ,X,X,FAIL  ,2014-03-31,16503:31,8538,11999:14,6127,2017-01-02,24698:41,13119,20194:24,10708,,8195:10,完成5428 4C+43A新版NRC拆换,4581,2206400-2               ,2609            ,北京丰荣,27499,53427.59,8195:10,4581,(AOG)AIR CYCLE MACHINE（包修）                              ,4578619,
73N,73N02821,5417    ,DE    ,CC    ,2206400-2               ,49-1185         ,21    ,X,X,FAIL  ,2015-04-15,20070:55,10730,52079:28,28306,2016-12-19,24815:35,13218,56824:08,30794,,4744:40,B-5417 新版NRC WOH73N 12845 WOH73N13917,2488,2206400-2               ,2275            ,北京丰荣,26992,52064.44,4744:40,2488,(AOG)AIR CYCLE MACHINE（包修）                              ,4546103,
73N,73N03313,5521    ,DE    ,CC    ,2206400-2               ,7017            ,21    ,X,X,FAIL  ,2010-06-22,00:00,0,00:00,0,2018-05-13,24704:55,12596,24704:55,12596,,24704:55," ""检查发现左空调ACM叶片损坏WOH73N 16662",12596,2206400-2               ,2937            ,,25324,50280.45,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6176589,
73N,73N04036,5662    ,DE    ,CC    ,2206400-2               ,7653            ,21    ,X,X,FAIL  ,2015-12-11,11408:38,5799,15644:46,8118,2018-04-02,18243:31,9308,22479:39,11627,,6834:53, 检查发现右空调ACM吊点接耳裂，需更换ACM。WOH73N 16438,3509,2206400-2               ,2358            ,北京丰荣,29444,56575.49,6834:53,3509,(AOG)AIR CYCLE MACHINE（包修）                              ,6017147,
73N,73N04355,5712    ,DE    ,CC    ,2206400-2               ,6071            ,21    , , ,SCH   ,2013-06-05,952:49,460,12707:03,6657,2017-01-12,12522:58,6310,24277:12,12507,,11570:09,依据5712飞机排故工作包新版NRC做数据拆换,5850,2206400-2               ,4526            ,北京丰荣,20838,34521.47,11570:09,5850,(AOG)AIR CYCLE MACHINE（包修）                              ,4638446,
73N,73N05233,1783    ,DE    ,CC    ,2206400-2               ,11122           ,21    ,X,X,FAIL  ,2014-12-21,00:00,0,00:00,0,2018-11-11,11647:20,6026,11647:20,6026,,11647:20, 检查发现右侧ACM叶片磨损超标。WOH73N 18417,6026,2206400-2               ,14798           ,,1220,2682.47,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6792509,
73N,73N05233,1783    ,DE    ,CC    ,2206400-2               ,11130           ,21    ,X,X,FAIL  ,2014-12-21,00:00,0,00:00,0,2018-11-21,11647:20,6026,11647:20,6026,,11647:20, 检查发现左侧ACM叶片磨损超标。WOH73N 18417,6026,2206400-2               ,12631           ,,6347,11515.59,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6824398,
73N,73N05932,1571    ,DE    ,CC    ,2206400-2               ,13527           ,21    ,X,X,FAIL  ,2016-05-20,00:00,0,00:00,0,2018-07-09,6102:37,2779,6102:37,2779,,6102:37,依据挂签拆下,2779,2206400-2               ,9922            ,,8723,17126.15,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6350055,
73N,73N02239,5407    ,DE    ,CC    ,2206400-2               ,4685            ,21    , , ,SCH   ,2007-04-03,00:00,0,00:00,0,2016-11-06,31921:15,16303,31921:15,16303,NRC834889,31921:15,,16303,2206400-2               ,9444            ,,11289,17594.38,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4459568,
73N,73N02239,5407    ,DE    ,CC    ,2206400-2               ,2609            ,21    , , ,SCH   ,2009-06-28,6280:17,2990,21600:35,10998,2016-11-06,31919:30,16302,47239:48,24310,NRC834890,25639:13,NRC834890,13312,2206400-2               ,1763            ,武汉航达,23652,47026.26,25639:13,13312,(AOG)AIR CYCLE MACHINE（包修）                              ,4459592,
73N,73N02981,5481    ,DE    ,CC    ,2206400-2               ,118-932         ,21    ,X,X,FAIL  ,2012-09-17,10496:41,5345,43229:31,21948,2015-05-30,19249:13,10024,51982:03,26627,航后发现空调制冷差AF find A/C is not good杨光,8752:32,   航后更换ACM测试正常AF replace the ACM杨光 林炜2206400-2/118-932  2206400-2/38-713,4679,2206400-2               ,38-713          ,武汉航达,31490,54257.19,8752:32,4679,(AOG)AIR CYCLE MACHINE（包修）                              ,3258757,
73N,73N00103,2637    ,NRC   ,CC    ,2206400-2               ,5362            ,21    ,X,X,CAN   ,2011-05-27,41823:41,21816,11374:13,5760,2012-10-21,45974:23,24233,15524:55,8177,"测试发现右空调ACM有异响。 
THERE IS AN ABNORMAL SOUND IN THE ACM OF THE R/H AIR CONDITIONING DURING TESTING.",4150:42,"      1
1-1.  参考AMM21-51-04-000-802-002拆下右空调ACM。 
REMOVE THE R/H ACM REFER TO AMM21-51-04-000-802-002。 
1-2.  参考AMM21-51-04-400-802-002安装右空调ACM。 
INSTALL THE R/H ACM REFER TO AMM21-51-04-400-802-002。 RII
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 
TEST THE ACM AFTER INSTALLATION REFER TO AMM21-51-04-400-802-002, AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MANUAL. 
",2417,2206400-2               ,119-1399        ,武汉航达,25748,38887.2,4150:42,2417,(AOG)AIR CYCLE MACHINE（包修）                              ,540119,
73N,73N00103,2637    ,NRC   ,CC    ,2206400-2               ,119-1399        ,21    ,X,X,FAIL  ,2012-10-21,45974:23,24233,36622:18,24537,2013-08-06,48194:17,25421,38842:12,25725,"右侧空调ACM内叶片损伤。
THE BLADES OF THE RIGHT ACM WERE DAMAGED SERIOUSLY.",2219:54,"     1
1-1.  参考AMM21-51-04-000-802-002拆下右空调ACM。
 REMOVE THE R/H ACM REFER TO AMM21-51-04-000-802-002 
1-2.  参考AMM21-51-04-400-802-002安装右空调ACM。 
INSTALL THE R/H ACM REFER TO AMM21-51-04-400-802-002。 
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 TEST THE ACM AFTER INSTALLATION REFER TO AMM21-51-04-400-802-002, AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MANUAL. 
",1188,2206400-2               ,6729            ,,12993,24635.19,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,601011,
73N,73N00173,5062    ,NRC   ,CC    ,2206400-2               ,38-649          ,21    , , ,SCH   ,2007-03-14,24443:10,14158,00:00,0,2007-04-13,24729:57,14295,286:47,137,右空调组件ＡＣＭ的风扇叶片损坏．IMPELLER FAN OF THE ACM ON THE R/H A/C WAS DAMAGED.,286:47,    1.参考AMM21-51-04 拆下右侧ACM。REFER TO AMM21-51-04 REMOVE THE ＲH ACM.AIRP2.参考AMM21-51-04 安装右侧ACM。REFER TO AMM21-51-04 INSTALL THE ＲH ACM.AIRPRII3.参考AMM21-51-04进行渗漏测试．REFER TO AMM21-51-04 INSPECTION LEAKAGE,137,2206400-2               ,107-336         ,,18786,35068.08,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,202829,
73N,73N00230,5091    ,NRC   ,CC    ,2206400-2               ,4526            ,21    , , ,SCH   ,2011-10-23,34598:39,26445,15403:51,10139,2012-09-16,37522:35,28599,18327:47,12293,"为满足飞机退租需求，更换左空调ACM。 
FOR MEETING REDELIVERY REQUIEREMENT ,REPLACE THE L/H ACM.",2923:56,"      1
1-1.  参考AMM21-51-04-000-802-002拆下左空调ACM。 
REMOVE THE L/H ACM REFER TO AMM21-51-04-000-802-002。 
1-2.  参考AMM21-51-04-400-802-002安装左空调ACM。 
INSTALL THE L/H ACM REFER TO AMM21-51-04-400-802-002。 RII
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 
TEST THE ACM AFTER INSTALLATION REFER TO AMM21-51-04-400-802-002, AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MANUAL 
",2154,2206400-2               ,4920            ,武汉航达,7301,14171.1,2923:56,2154,(AOG)AIR CYCLE MACHINE（包修）                              ,534248,
73N,73N00230,5091    ,NRC   ,CC    ,2206400-2               ,5296            ,21    ,X,X,FAIL  ,2012-09-16,37522:35,28599,15137:34,11009,2012-09-16,37522:35,28599,15137:34,11009,"测试发现右空调序号为5296的ACM失效。 
FIND THE SN:5296 ACM OF THE R/HAIR CONDITIONING FAILURE DURING TESTING.",00:00,"      1
1-1.  参考AMM21-51-04-000-802-002拆下右空调ACM。 
REMOVE THE R/H ACM REFER TO AMM21-51-04-000-802-002。 
1-2.  参考AMM21-51-04-400-802-002安装右空调ACM。 
INSTALL THE R/H ACM REFER TO AMM21-51-04-400-802-002。 RII
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 
TEST THE ACM AFTER INSTALLATION REFER TO AMM21-51-04-400-802-002, AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MANUAL. RII
",0,2206400-2               ,1757            ,武汉航达,23861,40312,00:00,0,(AOG)AIR CYCLE MACHINE（包修）                              ,535463,
73N,73N00273,2646    ,NRC   ,CC    ,2206400-2               ,6071            ,21    ,X,X,FAIL  ,2012-05-20,44167:05,22620,10084:21,5266,2013-04-29,46789:47,24011,12707:03,6657,"发现右ACM有故障
R/H AIR CONDITION ACM  FOUND FAILED",2622:42,"     1
1-1.  参考AMM21-51-04-000-802-002拆下右空调ACM。
 REMOVE THE R/H ACM REFER TO AMM21-51-04-000-802-002 
1-2.  参考AMM21-51-04-400-802-002安装右空调ACM。 
INSTALL THE R/H ACM REFER TO AMM21-51-04-400-802-002。 
1-3.  参考AMM21-51-04-400-802-002进行ACM安装后的测试,并确保测试结果符合手册要求。 TEST THE ACM AFTER INSTALLATION REFER TO AMM21-51-04-400-802-002, AND MAKE SURE THE RESULT OF TEST IS ACCORD WITH MANUAL. 
",1391,2206400-2               ,49-1364         ,北京丰荣,26292,42234.41,2622:42,1391,(AOG)AIR CYCLE MACHINE（包修）                              ,580134,
