机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N00972,2159    ,DE    ,CC    ,2206400-2               ,2275            ,21    ,X,X,FAIL  ,2002-01-11,00:00,0,00:00,0,2006-01-27,14604:31,7333,14604:31,7333,航后检查发现左空调组件超温跳开林泽飞,14604:31,    检查发现左空调组件的ACM失效，因乌鲁木齐航材无料，根据MEL2-21-1.0放行，并办DD2018812林泽飞T10092333航后撤OIDD2018812更换左空调组件ACM，地面测试空调组件工作正常，无渗漏。刘晓东 挂签号HG1002793,7333,2206400-2               ,38-524          ,,21809,44002.37,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,267379,10092329
73N,73N01015,2157    ,DE    ,CC    ,2206400-2               ,2321            ,21    ,X,X,FAIL  ,2002-01-11,00:00,0,00:00,0,2006-01-08,14474:31,7438,14474:31,7438,"右空调组件地面工作无散热空气,判断为ACM不能正常工作",14474:31,"  FROMTL10074039航后检查涡轮进口温度传感器有过热信号涡轮风扇吸气量 偏小办DD2018803按MEL21-1放行  陈维波 TL10106023更换ACM,右空调组件工作正常,撤DD2018803.王镇停,刘晓明",7438,2206400-2               ,107-386         ,,20398,42228.22,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,261186,10106021
73N,73N00163,5061    ,DE    ,CC    ,2206400-2               ,107-386         ,21    ,X,X,FAIL  ,2005-06-08,18491:25,10770,314:51,171,2005-06-24,18620:30,10883,443:56,284,from：10115003 右组件在地面和空中时常不工作，旅客反应十分强烈（造成客舱温度过高）。,129:05,"    航后检查发现ACM（右组件）失效，因无料，办DD2017768。黄永健L10115014 航后完成DD2017768,右组件跳开,无冲压空气,航后发现ACM失效更换新的ACM后正常,并撤DD2017768,取下不工作标牌.张旭挂签号:1002794",113,2206400-2               ,38-483          ,武汉航达,27989,42946.02,129:05,113,(AOG)AIR CYCLE MACHINE（包修）                              ,205091,10115004
73N,73N00607,2651    ,DE    ,CC    ,2206400-2               ,119-1472        ,21    ,X,X,FAIL  ,2000-07-25,00:00,0,00:00,0,2006-04-01,20239:08,10329,20239:08,10329,左组件地面时温度高。易从涛,20239:08,"  航后检查ACM出口温度偏高，反向冲洗主次热交换器，效果并不明显，更换ACM,制冷效果有所好转。挂签号1001344        易从涛",10329,2206400-2               ,2412            ,,28951,52383.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,285042,10121260
73N,73N00067,2636    ,DE    ,CC    ,2206400-2               ,118-796         ,21    ,X,X,FAIL  ,2005-06-18,22709:48,12487,00:00,0,2006-04-30,25886:22,14039,3176:34,1552,机组反映空调制冷效果差。 周志刚,3176:34, 航后检查右组件流量小，且制冷效果差，现更换ACM并依据AMM21-51-00 完成测试和更换工作。 挂签号1002670         周志刚,1552,2206400-1               ,38-640          ,,12610,14666.45,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,293086,10123364
73N,73N01033,2158    ,DE    ,CC    ,2206400-2               ,2412            ,21    ,X,X,FAIL  ,2002-01-14,00:00,0,00:00,0,2006-03-30,15397:30,7556,15397:30,7556,空调系统给客舱不供冷气，造成客舱温度高,15397:30,"      地面检查前舱温度28度，后舱30度，不影响使用，航后处理  钟前海T10123465航后检查发现ACM出口温度高，判断为ACM故障，按AMM21-61更换ACM,测试工作正常挂签号1001829吴名宇封圈P/N  2-158S604-70",7556,2206400-2               ,2275            ,,26992,52064.44,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,284605,10123446
73N,73N00273,2646    ,DE    ,CC    ,2206400-2               ,2303            ,21    ,X,X,FAIL  ,2005-06-09,20585:14,10652,12306:42,6384,2006-05-30,24288:49,12440,16010:17,8172,,3703:35,  AF为排除左组件制冷效果不好的故障，更换左组件ACM并做相关测试结果正常。王险峰P/N:2-158S604-70;S9026T230;S9026T041;BACP11K6,1788,2206400-2               ,2321            ,,27808,53370.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,301903,10124998
73N,73N00515,5081    ,DE    ,CC    ,2206400-2               ,49-1307         ,21    ,X,X,FAIL  ,2000-04-30,00:00,0,00:00,0,2006-06-08,20925:12,9493,20925:12,9493,"***V1后左组件灯亮,座舱高度与座舱高度变化率不一致. ***",20925:12,  TL10133393 航后为排除本机引气跳开故障，更换空气循环机，通电试车检查飞机引气压力正常，但是在N1 70％、90％有PACK灯亮信息（左侧），按MEL21-1放行，挂签号：1005161。高青松；王小鹏,9493,2206400-2               ,2412            ,,28951,52383.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,303903,10133406
73N,73N00607,2651    ,DE    ,CC    ,2206400-2               ,2412            ,21    ,X,X,FAIL  ,2006-04-01,20239:08,10329,15397:30,7556,2006-04-16,20268:43,10342,15427:05,7569,过站检查左PACK再现时亮，无法复位。廖静晔,29:35,    检查左空调TCU信息灯亮，过站时间短，按MEL21-1放行。廖静晔T10139933航后检查左组件ACM不转，更换ACM，按AMM21-5104拆装并测试正常。易从涛挂签号：1003336,13,2206400-2               ,119-1472        ,,31846,60588.55,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,289112,10139931
73N,73N01170,2676    ,DE    ,CC    ,2206400-2               ,2609            ,21    ,X,X,FAIL  ,2002-07-14,00:00,0,00:00,0,2008-07-05,21468:03,10927,21468:03,10927,地面等待客舱空调制冷效果差。李曙光Air conditioner does not well on ground.,21468:03,"       右组件性能差，待航后处理。赵京Right pake capability wrong,AF check please.cl10140072 经测量确认为ACM性能衰减，因航材无料办FC7078389  高青松Through measuring the data,confirm the ACM performance declinedue to the lack of spare,raise FC7078389TL10328258更换ACM,测试正常.撤除FC7078389 挂签号2002807REPLACE ACM TEST OK. REMOVE FC7078389 何志遂",10927,2206400-2               ,2736            ,,27137,51361.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,561218,10140070
73N,73N00345,2647    ,DE    ,CC    ,2206400-2               ,38-713          ,21    ,X,X,FAIL  ,2006-07-28,24102:13,12246,16364:05,9126,2006-07-28,24102:13,12246,16364:05,9126,航后检查发现左空调舱空气循环机上吊点接耳有一个损坏,00:00, 因航材无料办理DD2023305.成功T10164128 撤DD2023305更换ACM（左）。王毅 挂签号1005613,0,2206400-2               ,2280            ,武汉航达,28652,55147.38,00:00,0,(AOG)AIR CYCLE MACHINE（包修）                              ,304598,10146117
73N,73N01649,5115    ,DE    ,CC    ,2206400-2               ,3566            ,21    ,X,X,FAIL  ,2005-02-27,209:72,110,209:72,110,2007-04-04,7892:34,3894,7892:34,3894,,7682:22,   右空调打开后跳开，地面检查冲压空气口无气流，组件出口温度很高，依据MEL按单组件放行。  段卫东 TL10147083 航后检查为右组件ACM损坏。依据AMM21-51-04更换ACM。 挂签号：0119168    封圈 （3个）P/N BACP11K6封圈（2个）P/N S9026T230   封圈 P/N S9026T041   王健,3784,2206400-2               ,119-1447        ,,30339,58506.29,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,402228,10147082
73N,73N00972,2159    ,DE    ,CC    ,2206400-2               ,2280            ,21    ,X,X,FAIL  ,2002-01-11,00:00,0,00:00,0,2006-06-22,16048:53,7970,16048:53,7970,空调地面太热，基本无冷风,16048:53,  经向机组了解空中空调制冷效果尚可，过站时间短，航后处理。伍小龙T10151113 航后依据AMM21-51-04更换右ACM，测试右组件工作正常。李向明挂签号XG9506547,7970,2206400-2               ,118-796         ,,24663,40305.26,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,307885,10151109
73N,73N01745,5116    ,DE    ,CC    ,2206400-2               ,3944            ,21    ,X,X,FAIL  ,2005-07-16,11:00,6,11:00,6,2006-08-31,4275:25,1980,4275:25,1980,TLB10181054 ***空调制冷不好，温度选择钮放最冷位***,4264:25, 航后依据AMM21-51-03更换主次级热交换器及ACM，测试左组件工作正常。挂签号：9505888；0001565；0001567 王凤海,1974,2206400-2               ,4522            ,,21272,39558.35,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,329097,10181057
73N,73N00607,2651    ,DE    ,CC    ,2206400-2               ,119-1447        ,21    ,X,X,FAIL  ,2000-07-25,00:00,0,00:00,0,2007-01-18,23109:59,11916,23109:59,11916,机组反映空中右PACK灯亮。,23109:59, 更换右空气循环机，检查该ACM损坏，地面使用右空调组件正常。成功挂签号0001433,11916,2206400-2               ,2303            ,,25695,50022.13,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,376076,10211625
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,38-558          ,21    ,X,X,FAIL  ,2004-11-17,00:00,0,00:00,0,2007-03-14,24443:10,14158,24443:10,14158,右组件跳开灯亮，恢复后又亮，出现多次,24443:10, 航后检查发现ACM失效，依据AMM21-51-04更换ACM，测试正常。郭春挂签号0104074,14158,2206400-2               ,38-649          ,,20336,36825.5,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,395209,10231308
73N,73N02042,5180    ,DE    ,CC    ,2206400-2               ,77-324          ,21    ,X,X,FAIL  ,2007-06-03,2698:50,1413,6371:44,3604,2007-06-05,2719:19,1426,00:00,0,"航后为判断5062飞机空调故障,将5180飞机右空调组件的ACM与5062左空调组件的ACM对串,经测试证明5062飞机的ACM失效",-6371:44,"    航后为判断5062飞机空调故障,将5180飞机右空调组件的ACM与5062左空调组件的ACM对串,经测试证明5062飞机的ACM失效,因航材无料办DD3000298按MEL21-1放行 何晓宇2007.6.5 PEK T10233264 航后更换右空调组件ACM,测试正常，并撤DD3000298挂签号0101101　刘峰",-3604,2206400-2               ,38-678          ,,20616,39855.55,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,422498,10233255
73N,73N00212,2638    ,DE    ,CC    ,2206400-2               ,38-678          ,21    ,X, ,OBS   ,2006-01-15,23704:48,11720,00:00,0,2007-05-12,28492:45,14022,4787:57,2302,"FROM TL10236612 航前左组件跳开 
TL10250712  黄华起飞离地,左组件灯亮,机组按检查单处置后正常.机组
HHA  2007.05.31检查发现左组件风扇旁通单向活门丢失",4787:57,"         更换左空调ACM和流量控制活门，经测试左空调依旧跳开，依据MEL21-1办理DD3005219，刘峰 挂签：1101640，0201551T10236617过站检查发现左组件风扇旁通单向活门丢失，按MEL21-44放行，撤DD3005219，待航后处理。渠大勇T10236623航后检查发现左组件风扇旁通单向活门和轴销丢失，转办DD3005218依据MEL21-44，并贴地面不工作标牌。李浩魁 TL10250712查阅DD3005218,地面禁止使用左组件,地面测试区域温度控制器,两个都正常,
无故障代码,请飞行观察.  王志军  XIY  2007.05.31T10248217依据AMM21-50-00更换左空调组件主级热交换器扩散器，测试正常，撤DD3005218。王征 PN 5848538-1",2302,2206400-2               ,3566            ,,3894,7892.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,414829,10236614
73N,73N01015,2157    ,DE    ,CC    ,2206400-2               ,118-878         ,21    ,X,X,FAIL  ,2005-06-15,12306:42,6384,4333:01,2496,2007-05-29,19591:31,9823,11617:50,5935,FROM TL10242551,7284:49,  航后按MM21-51-04更换左空调组件空气循环机ACM，检查无渗漏，长时间开空调制冷效果良好，温度可调节。 禹文忠P/N:2-1585604-70  S9026T230  S9026T041,3439,2206400-2               ,38-649          ,武汉航达,20336,36825.5,7284:49,3439,(AOG)AIR CYCLE MACHINE（包修）                              ,420651,10242556
73N,73N01147,2675    ,DE    ,CC    ,2206400-2               ,38-558          ,21    ,X, ,SWAP  ,2007-06-03,16669:34,9287,24443:10,14158,2007-06-10,16741:47,9323,24515:23,14194,"右侧组件灯亮(地面、空中都亮过),地面空调温度不可控，全冷位时，温度仍然很高，起飞H3000米以上复位熄灭。机组",72:13,  京过站依MEL21-1放行，航后处理。   王兵TL10252906 AF检查发现右组件ACM卡阻，因航材无料，将5139飞机右组件ACM串到本架飞机，长时间测试空调正常。   串件单号3084511   韦雄飞,36,2206400-2               ,4230            ,武汉航达,14371,26396.44,72:13,36,(AOG)AIR CYCLE MACHINE（包修）                              ,424791,10252902
73N,73N01147,2675    ,DE    ,CC    ,2206400-2               ,2518            ,21    ,X,X,FAIL  ,2002-06-07,00:00,0,00:00,0,2007-06-03,16669:34,9287,16669:34,9287,,16669:34, FROM T10256277 航后依据AMM21-51-04更换右空调ACM及导管，测试正常。乔辉挂签号0117867　PN:AS141G0120N045L,9287,2206400-2               ,38-558          ,,35169,60484.32,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,422919,10256283
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,77-324          ,21    ,X, ,SWAP  ,2005-07-09,18847:27,10945,00:00,0,2007-06-03,25219:11,14549,6371:44,3604,,6371:44," FROMTL10258190航后为判断故障与5180飞机右组件ACM对串,经测试左组件工作正常请继续观察使用 何晓宇",3604,2206400-2               ,4526            ,,20838,34521.47,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,422475,10258195
73N,73N01649,5115    ,DE    ,CC    ,2206400-2               ,119-1447        ,21    ,X,X,FAIL  ,2007-04-04,7892:34,3894,23109:59,11916,2007-08-08,9259:26,4515,24476:51,12537,TL10271593,1366:52, 航后检查发现右ACM故障（卡滞），根据AMM21-51-04更换右侧ACM测试正常，挂签号0109034。赵维杰 ;检验：刘泉,621,2206400-2               ,118-878         ,武汉航达,24253,48380.32,1366:52,621,(AOG)AIR CYCLE MACHINE（包修）                              ,446150,10271597
73N,73N00731,2652    ,DE    ,CC    ,2206400-2               ,1757            ,21    ,X,X,FAIL  ,2000-12-24,00:00,0,00:00,0,2008-09-05,27084:16,13356,27084:16,13356,左组件在地面温度不可控制，供气温度在60℃，组件自动跳开，空中可以工作但是长时间工作温度在40摄氏度。,27084:16," 过站依据AMM21-51,更换ACM，测试正常 TR　per AMM21-51,replace theACM,check ok. 徐卫东",13356,2206400-2               ,5563            ,,19013,31835.57,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,586545,10276606
73N,73N00731,2652    ,DE    ,CC    ,2206400-2               ,5563            ,21    ,X,X,FAIL  ,2008-09-05,27084:16,13356,298:51,158,2008-09-14,27159:29,13391,374:04,193,左组件地面灯亮.供气温度60℃以上,75:13,"  依据AMM21-51,更换左空调ACM ,测试正常Per AMM21-51,replace the ACM of L side and check ok.王岳",35,2206400-2               ,2609            ,HONEYWELL,27499,53427.59,75:13,35,(AOG)AIR CYCLE MACHINE（包修）                              ,590258,10276629
73N,73N00731,2652    ,DE    ,CC    ,2206400-2               ,2275            ,21    ,X,X,FAIL  ,2008-09-22,27224:38,13422,22667:09,11215,2009-06-28,29587:07,14750,25029:38,12543,检查发现左组件温度高。Check found L pack temperature high,2362:29, 为判断故障更换ACM测试正常温度有所改善。张国生For troubleshooting replace the ACM and test ok,1328,2206400-2               ,76-104          ,武汉航达,17460,33709.17,2362:29,1328,(AOG)AIR CYCLE MACHINE（包修）                              ,732500,10277058
73N,73N00731,2652    ,DE    ,CC    ,2206400-2               ,107-336         ,21    ,X,X,FAIL  ,2009-05-14,29214:12,14546,5497:01,3560,2009-07-19,29764:24,14864,6047:13,3878,右空调ACM叶片打伤R A/C ACM FAN BLADE FAIL,550:12,  更换新件测试正常REPLACE THE NEW PART AND CHECK OK尚霄风,318,2206400-2               ,2275            ,武汉航达,26992,52064.44,550:12,318,(AOG)AIR CYCLE MACHINE（包修）                              ,742935,10277405
73N,73N00551,5089    ,DE    ,CC    ,2206400-2               ,119-1398        ,21    ,X,X,FAIL  ,2000-05-15,00:00,0,00:00,0,2008-05-17,21305:45,16272,21305:45,16272,机组反映右组件不工作。Crew reported the R pack doesn't work.,21305:45,"    检查右组件冲压无进气，判断为ACM故障。依据AMM21-51-04更换ACM，测试正常挂签号 0107888胡鹏Check found there is no air flow in ram air inlet,ACM was failed,replace ACM,test OK.",16272,2206400-2               ,77-324          ,,16224,32942.33,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,545527,10280499
73N,73N00212,2638    ,DE    ,CC    ,2206400-2               ,1763            ,21    ,X,X,FAIL  ,2004-04-30,17639:03,8817,00:00,0,2007-12-26,30566:44,15091,12927:41,6274,TL10281623,12927:41,          航后测量D964插头1＃　2＃销钉，D492插头1＃　3＃销钉均为27伏电压，为判断故障左右对串ACAU，更换P5-10板，故障依旧拆下右组件ACM检查转动轴卡滞，因航材无料办DD6073944。另外又将原P5-10板装回，左右ACAU串回丁湛2007.12.26 HAK TL10281631 AF完成DD6073944更换右组件ACM，更换后测试故障依旧，AUTO位不工作，HIGH位间歇工作，因停场时间不够转办DD6070689，按MEL21-1放行，在右组件电门上贴不工作标牌，撤DD6073944，拆下ACM按可用件退航材。 王险峰   挂签：2001788   P/N:S9026T154 BACP11K6 S9026T0412007.12.27 HAK TL10281635 航后完成DD6070689右组件AUTO位不工作，HIGH位间歇性工作，依据TASK21-51-01-000-805-002 更换组件活门，测试正常，并恢复，并撤DD6070689.   挂签号0110225    王勇,6274,2206400-1               ,38-611          ,,25598,37733.18,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,492348,10281629
73N,73N02239,5407    ,DE    ,CC    ,2206400-2               ,4926            ,21    ,X,X,FAIL  ,2007-04-03,00:00,0,00:00,0,2009-06-28,6280:17,2990,6280:17,2990,,6280:17,"    航后为排除右组件地面过热跳开故障，检查发现ACM卡阻，更换ACM地面测试组件效果良好   陈晓光AF for troubleshooting of the R pack trip off we found the ACM isfailed,we replaced the ACM and test okPacking  BACP11K6 3EA/S9026T230 2EA",2990,2206400-2               ,2609            ,,27499,53427.59,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,731597,10286163
